scenario_id,scenario_name,work_role,work_role_name,category,covered_techniques,total_techniques,technique_coverage,covered_tasks,total_candidate_tasks,task_coverage,mean_mapping_score,max_mapping_score,mean_technique_similarity,mean_tactic_similarity,mean_mitigation_similarity,semantic_evidence,role_score,role_score_norm,score_column_used
RANSOMWARE,Ransomware,IO-WRL-005,"Responsible for setting up and maintaining a system or specific components of a system in adherence with organizational security policies and procedures. Includes hardware and software installation, configuration, and updates; user account management; backup and recovery management; and security control implementation.",IO,17,86,0.19767441860465115,6,148,0.04054054054054054,0.3806,0.4527,0.3887,0.3028736842105263,0.30307999999999996,0.07523488372093023,0.14869860465116277,0.24539154943415228,similarity_score
RANSOMWARE,Ransomware,PD-WRL-004,"Responsible for testing, implementing, deploying, maintaining, and administering infrastructure hardware and software for cybersecurity.",PD,17,86,0.19767441860465115,2,148,0.013513513513513514,0.37668823529411766,0.5012,0.3791058823529412,0.35506470588235295,0.39186000000000004,0.07446162790697675,0.1483893023255814,0.2448811197828717,similarity_score
RANSOMWARE,Ransomware,IO-WRL-007,Responsible for providing technical support to customers who need assistance utilizing client-level hardware and software in accordance with established or approved organizational policies and processes.,IO,16,86,0.18604651162790697,4,148,0.02702702702702703,0.37501875,0.4527,0.3839117647058824,0.3074529411764706,0.3081,0.06977093023255815,0.13953627906976745,0.2302713183054657,similarity_score
RANSOMWARE,Ransomware,OG-WRL-007,"Responsible for establishing vision and direction for an organization's cybersecurity operations and resources and their impact on digital and physical spaces. Possesses authority to make and execute decisions that impact an organization broadly, including policy approval and stakeholder engagement.",OG,16,86,0.18604651162790697,6,148,0.04054054054054054,0.37345,0.448,0.36775,0.37354444444444446,0.3933833333333333,0.06947906976744186,0.13941953488372094,0.23007865989573423,similarity_score
RANSOMWARE,Ransomware,DD-WRL-008,Responsible for conducting software and systems engineering and software systems research to develop new capabilities with fully integrated cybersecurity. Conducts comprehensive technology research to evaluate potential vulnerabilities in cyberspace systems.,DD,14,86,0.16279069767441862,9,148,0.060810810810810814,0.3637,0.3957,0.3723222222222222,0.30674444444444443,0.3236266666666667,0.05920697674418605,0.12135720930232557,0.20027110338771778,similarity_score
RANSOMWARE,Ransomware,OG-WRL-008,"Responsible for developing and overseeing an organization’s privacy compliance program and staff, including establishing and managing privacy-related governance, policy, and incident response needs.",OG,11,86,0.12790697674418605,12,148,0.08108108108108109,0.3639727272727273,0.4033,0.34930625,0.35486875,0.35850714285714286,0.0465546511627907,0.09536604651162792,0.1573788938490541,similarity_score
RANSOMWARE,Ransomware,OG-WRL-017,"Responsible for developing cybersecurity supply chain risk management (C-SCRM) policies, processes, and procedures to identify, assess, protect against, and respond to cybersecurity risks throughout the supply chain, and for advising other stakeholders within an enterprise about supply chain risks.",OG,9,86,0.10465116279069768,2,148,0.013513513513513514,0.3813666666666667,0.4215,0.3824444444444445,0.3716555555555556,0.37316666666666665,0.03991046511627907,0.07875488372093024,0.12996613510343688,similarity_score
RANSOMWARE,Ransomware,DD-WRL-007,"Responsible for planning, preparing, and executing system tests; evaluating test results against specifications and requirements; and reporting test results and findings.",DD,5,86,0.05813953488372093,3,148,0.02027027027027027,0.378,0.4065,0.38517999999999997,0.31348,0.35673333333333335,0.021976744186046514,0.04367441860465116,0.07207420188759188,similarity_score
RANSOMWARE,Ransomware,IO-WRL-004,"Responsible for planning, implementing, and operating network services and systems, including hardware and virtual environments.",IO,4,86,0.046511627906976744,3,148,0.02027027027027027,0.355825,0.4038,0.35141999999999995,0.27982,0.39275,0.01655,0.03452697674418605,0.05697853278723758,similarity_score
RANSOMWARE,Ransomware,OG-WRL-004,"Responsible for developing, planning, coordinating, and evaluating cybersecurity awareness, training, or education content, methods, and techniques based on instructional needs and requirements.",OG,3,86,0.03488372093023256,2,148,0.013513513513513514,0.37326666666666664,0.3828,0.38223333333333337,0.2926666666666667,0.3485333333333333,0.013020930232558138,0.02613860465116279,0.043135527131830546,similarity_score
RANSOMWARE,Ransomware,DD-WRL-006,Responsible for consulting with internal and external customers to evaluate and translate functional requirements and integrating security policies into technical solutions.,DD,2,86,0.023255813953488372,1,148,0.006756756756756757,0.33709999999999996,0.3641,0.3407,0.30455,0.3296,0.007839534883720928,0.017089302325581396,0.028201813905792343,similarity_score
RANSOMWARE,Ransomware,OG-WRL-005,"Responsible for developing and conducting cybersecurity awareness, training, or education.",OG,1,86,0.011627906976744186,1,148,0.006756756756756757,0.3828,0.3828,0.3904,0.3144,0.4215,0.004451162790697674,0.008757209302325581,0.014451683420016827,similarity_score
RANSOMWARE,Ransomware,IO-WRL-001,"Responsible for analyzing data from multiple disparate sources to provide cybersecurity and privacy insight. Designs and implements custom algorithms, workflow processes, and layouts for complex, enterprise-scale data sets used for modeling, data mining, and research purposes.",IO,1,86,0.011627906976744186,1,148,0.006756756756756757,0.3202,0.3202,0.3217,0.3068,0.2953,0.0037232558139534883,0.008466046511627906,0.013971188740766213,similarity_score
